sentence,label
[CLS] user_29 [SEP] movie_6 movie_14 movie_105 movie_11 [SEP] 4.0 3.0 4.0 [MASK],3.0
[CLS] user_33 [SEP] movie_78 movie_17 movie_19 movie_29 [SEP] 3.0 4.0 2.0 [MASK],3.0
[CLS] user_13 [SEP] movie_4 movie_30 movie_35 movie_34 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_7 [SEP] movie_14 movie_100 movie_103 movie_15 [SEP] 3.0 3.0 3.0 [MASK],5.0
[CLS] user_16 [SEP] movie_38 movie_80 movie_61 movie_63 [SEP] 5.0 3.0 4.0 [MASK],5.0
[CLS] user_49 [SEP] movie_6 movie_25 movie_57 movie_55 [SEP] 4.0 1.0 2.0 [MASK],5.0
[CLS] user_18 [SEP] movie_17 movie_40 movie_63 movie_10 [SEP] 4.5 1.5 3.0 [MASK],3.5
[CLS] user_33 [SEP] movie_31 movie_48 movie_78 movie_38 [SEP] 5.0 3.0 3.0 [MASK],1.0
[CLS] user_76 [SEP] movie_23 movie_63 movie_51 movie_60 [SEP] 5.0 4.0 4.0 [MASK],3.0
[CLS] user_48 [SEP] movie_9 movie_127 movie_3 movie_94 [SEP] 2.5 1.0 2.0 [MASK],2.5
[CLS] user_65 [SEP] movie_52 movie_88 movie_10 movie_21 [SEP] 5.0 1.0 4.0 [MASK],3.0
[CLS] user_72 [SEP] movie_50 movie_9 movie_56 movie_56 [SEP] 5.0 3.0 5.0 [MASK],5.0
[CLS] user_32 [SEP] movie_29 movie_7 movie_33 movie_28 [SEP] 5.0 3.0 2.0 [MASK],5.0
[CLS] user_12 [SEP] movie_40 movie_29 movie_63 movie_47 [SEP] 4.5 4.0 4.0 [MASK],3.5
[CLS] user_69 [SEP] movie_73 movie_45 movie_20 movie_12 [SEP] 4.0 5.0 3.0 [MASK],4.0
[CLS] user_6 [SEP] movie_89 movie_11 movie_61 movie_12 [SEP] 3.0 2.5 4.0 [MASK],5.0
[CLS] user_67 [SEP] movie_23 movie_5 movie_33 movie_29 [SEP] 4.5 4.0 2.5 [MASK],2.5
[CLS] user_55 [SEP] movie_119 movie_148 movie_59 movie_148 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_19 [SEP] movie_87 movie_17 movie_20 movie_19 [SEP] 1.5 2.5 2.0 [MASK],1.0
[CLS] user_67 [SEP] movie_32 movie_14 movie_33 movie_15 [SEP] 3.5 4.5 2.5 [MASK],4.5
[CLS] user_34 [SEP] movie_13 movie_3 movie_20 movie_42 [SEP] 2.0 3.0 1.5 [MASK],3.0
[CLS] user_65 [SEP] movie_44 movie_105 movie_56 movie_122 [SEP] 3.0 4.0 5.0 [MASK],1.0
[CLS] user_73 [SEP] movie_94 movie_83 movie_15 movie_27 [SEP] 4.0 2.0 5.0 [MASK],4.0
[CLS] user_75 [SEP] movie_104 movie_6 movie_90 movie_90 [SEP] 4.0 5.0 2.0 [MASK],2.0
[CLS] user_44 [SEP] movie_11 movie_1 movie_101 movie_15 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_9 [SEP] movie_13 movie_6 movie_20 movie_4 [SEP] 4.0 3.0 3.0 [MASK],3.0
[CLS] user_21 [SEP] movie_29 movie_56 movie_4 movie_25 [SEP] 4.0 4.0 5.0 [MASK],3.0
[CLS] user_10 [SEP] movie_108 movie_23 movie_31 movie_27 [SEP] 5.0 5.0 5.0 [MASK],4.0
[CLS] user_48 [SEP] movie_32 movie_10 movie_33 movie_9 [SEP] 4.5 4.0 3.0 [MASK],2.5
[CLS] user_60 [SEP] movie_86 movie_14 movie_61 movie_20 [SEP] 4.0 3.0 3.0 [MASK],4.0
[CLS] user_40 [SEP] movie_39 movie_23 movie_98 movie_27 [SEP] 5.0 5.0 5.0 [MASK],5.0
[CLS] user_21 [SEP] movie_13 movie_38 movie_110 movie_51 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_34 [SEP] movie_39 movie_60 movie_23 movie_34 [SEP] 4.0 3.0 4.0 [MASK],4.0
[CLS] user_65 [SEP] movie_63 movie_22 movie_100 movie_63 [SEP] 3.0 4.0 4.0 [MASK],3.0
[CLS] user_7 [SEP] movie_19 movie_104 movie_14 movie_6 [SEP] 4.0 4.0 3.0 [MASK],4.0
[CLS] user_75 [SEP] movie_15 movie_1 movie_17 movie_4 [SEP] 5.0 4.5 5.0 [MASK],4.5
[CLS] user_58 [SEP] movie_94 movie_152 movie_57 movie_127 [SEP] 3.0 5.0 2.0 [MASK],3.0
[CLS] user_42 [SEP] movie_4 movie_3 movie_22 movie_20 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_18 [SEP] movie_32 movie_33 movie_39 movie_40 [SEP] 4.5 3.0 3.5 [MASK],1.5
[CLS] user_45 [SEP] movie_54 movie_2 movie_36 movie_23 [SEP] 2.5 5.0 4.0 [MASK],5.0
[CLS] user_67 [SEP] movie_33 movie_3 movie_32 movie_87 [SEP] 2.5 1.5 3.5 [MASK],3.5
[CLS] user_19 [SEP] movie_87 movie_22 movie_8 movie_22 [SEP] 1.5 3.0 3.0 [MASK],3.0
[CLS] user_62 [SEP] movie_25 movie_59 movie_73 movie_6 [SEP] 3.0 4.0 4.0 [MASK],4.0
[CLS] user_21 [SEP] movie_25 movie_13 movie_58 movie_15 [SEP] 3.0 5.0 1.0 [MASK],5.0
[CLS] user_30 [SEP] movie_58 movie_30 movie_24 movie_29 [SEP] 3.0 3.0 4.0 [MASK],5.0
[CLS] user_17 [SEP] movie_115 movie_20 movie_4 movie_87 [SEP] 3.0 5.0 5.0 [MASK],5.0
[CLS] user_3 [SEP] movie_32 movie_30 movie_56 movie_27 [SEP] 4.5 5.0 3.5 [MASK],4.5
[CLS] user_2 [SEP] movie_49 movie_29 movie_52 movie_45 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_61 [SEP] movie_46 movie_50 movie_85 movie_15 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_57 [SEP] movie_58 movie_20 movie_44 movie_115 [SEP] 4.0 4.0 3.0 [MASK],3.0
[CLS] user_7 [SEP] movie_13 movie_61 movie_15 movie_69 [SEP] 4.0 5.0 5.0 [MASK],5.0
[CLS] user_15 [SEP] movie_11 movie_15 movie_17 movie_4 [SEP] 2.5 3.5 3.5 [MASK],3.5
[CLS] user_34 [SEP] movie_11 movie_3 movie_36 movie_20 [SEP] 0.5 3.0 4.0 [MASK],1.5
[CLS] user_77 [SEP] movie_40 movie_4 movie_112 movie_168 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_27 [SEP] movie_40 movie_20 movie_23 movie_22 [SEP] 4.5 3.5 4.5 [MASK],4.5
[CLS] user_21 [SEP] movie_56 movie_120 movie_58 movie_6 [SEP] 4.0 4.0 1.0 [MASK],4.0
[CLS] user_38 [SEP] movie_24 movie_2 movie_48 movie_24 [SEP] 2.0 2.0 5.0 [MASK],2.0
[CLS] user_65 [SEP] movie_65 movie_75 movie_22 movie_65 [SEP] 3.0 5.0 4.0 [MASK],3.0
[CLS] user_57 [SEP] movie_3 movie_20 movie_11 movie_3 [SEP] 5.0 4.0 3.0 [MASK],5.0
[CLS] user_20 [SEP] movie_15 movie_50 movie_6 movie_15 [SEP] 5.0 5.0 5.0 [MASK],5.0
[CLS] user_26 [SEP] movie_109 movie_17 movie_33 movie_8 [SEP] 2.0 3.0 4.0 [MASK],4.0
[CLS] user_1 [SEP] movie_12 movie_38 movie_1 movie_23 [SEP] 4.5 3.5 2.5 [MASK],5.0
[CLS] user_23 [SEP] movie_32 movie_62 movie_86 movie_22 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_36 [SEP] movie_30 movie_1 movie_29 movie_23 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_63 [SEP] movie_19 movie_48 movie_46 movie_15 [SEP] 3.0 4.0 4.0 [MASK],4.0
[CLS] user_31 [SEP] movie_9 movie_15 movie_46 movie_46 [SEP] 3.0 5.0 5.0 [MASK],5.0
[CLS] user_52 [SEP] movie_22 movie_63 movie_75 movie_47 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_5 [SEP] movie_69 movie_84 movie_86 movie_22 [SEP] 4.0 3.0 5.0 [MASK],5.0
[CLS] user_55 [SEP] movie_59 movie_17 movie_5 movie_12 [SEP] 3.0 3.5 4.5 [MASK],4.5
[CLS] user_59 [SEP] movie_48 movie_32 movie_34 movie_31 [SEP] 3.0 3.0 4.0 [MASK],5.0
[CLS] user_62 [SEP] movie_15 movie_30 movie_36 movie_15 [SEP] 5.0 5.0 5.0 [MASK],5.0
[CLS] user_1 [SEP] movie_11 movie_24 movie_1 movie_36 [SEP] 2.0 1.5 2.5 [MASK],4.5
[CLS] user_36 [SEP] movie_50 movie_31 movie_1 movie_50 [SEP] 5.0 5.0 4.0 [MASK],5.0
[CLS] user_45 [SEP] movie_4 movie_29 movie_125 movie_36 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_11 [SEP] movie_19 movie_15 movie_33 movie_46 [SEP] 2.5 4.0 3.5 [MASK],3.5
[CLS] user_75 [SEP] movie_40 movie_22 movie_37 movie_104 [SEP] 4.5 4.0 3.5 [MASK],4.0
[CLS] user_20 [SEP] movie_23 movie_104 movie_14 movie_104 [SEP] 5.0 4.0 5.0 [MASK],4.0
[CLS] user_62 [SEP] movie_10 movie_15 movie_39 movie_23 [SEP] 0.5 5.0 3.5 [MASK],5.0
[CLS] user_23 [SEP] movie_86 movie_22 movie_62 movie_28 [SEP] 4.0 5.0 4.0 [MASK],4.0
[CLS] user_40 [SEP] movie_98 movie_23 movie_33 movie_39 [SEP] 5.0 5.0 3.0 [MASK],5.0
[CLS] user_59 [SEP] movie_50 movie_23 movie_56 movie_30 [SEP] 5.0 5.0 5.0 [MASK],4.0
[CLS] user_29 [SEP] movie_6 movie_28 movie_48 movie_48 [SEP] 4.0 1.0 4.0 [MASK],4.0
[CLS] user_43 [SEP] movie_73 movie_33 movie_44 movie_33 [SEP] 4.0 5.0 2.0 [MASK],5.0
[CLS] user_63 [SEP] movie_63 movie_7 movie_15 movie_43 [SEP] 3.0 4.0 4.0 [MASK],5.0
[CLS] user_9 [SEP] movie_19 movie_13 movie_14 movie_20 [SEP] 3.0 4.0 3.0 [MASK],3.0
[CLS] user_64 [SEP] movie_23 movie_20 movie_6 movie_33 [SEP] 4.5 4.0 4.5 [MASK],3.5
[CLS] user_36 [SEP] movie_23 movie_32 movie_50 movie_31 [SEP] 5.0 5.0 5.0 [MASK],5.0
[CLS] user_51 [SEP] movie_32 movie_63 movie_144 movie_143 [SEP] 5.0 2.0 3.0 [MASK],1.0
[CLS] user_35 [SEP] movie_13 movie_1 movie_20 movie_85 [SEP] 5.0 4.0 3.0 [MASK],2.0
[CLS] user_55 [SEP] movie_59 movie_20 movie_14 movie_59 [SEP] 3.0 3.0 2.5 [MASK],3.0
[CLS] user_28 [SEP] movie_59 movie_83 movie_64 movie_59 [SEP] 3.0 4.0 4.0 [MASK],3.0
[CLS] user_1 [SEP] movie_29 movie_35 movie_32 movie_2 [SEP] 3.5 4.0 3.0 [MASK],2.5
[CLS] user_64 [SEP] movie_22 movie_20 movie_48 movie_15 [SEP] 4.5 4.0 4.0 [MASK],5.0
[CLS] user_9 [SEP] movie_1 movie_63 movie_13 movie_6 [SEP] 4.0 4.0 4.0 [MASK],3.0
[CLS] user_58 [SEP] movie_17 movie_58 movie_109 movie_52 [SEP] 4.0 3.0 3.0 [MASK],2.0
[CLS] user_61 [SEP] movie_29 movie_27 movie_30 movie_80 [SEP] 5.0 5.0 4.0 [MASK],2.0
[CLS] user_24 [SEP] movie_9 movie_63 movie_51 movie_30 [SEP] 5.0 3.0 3.0 [MASK],4.0
[CLS] user_5 [SEP] movie_83 movie_88 movie_17 movie_89 [SEP] 3.0 3.0 5.0 [MASK],3.0
[CLS] user_30 [SEP] movie_118 movie_80 movie_38 movie_134 [SEP] 2.5 2.0 3.5 [MASK],2.0
[CLS] user_2 [SEP] movie_50 movie_53 movie_49 movie_7 [SEP] 4.0 3.0 3.0 [MASK],5.0
[CLS] user_52 [SEP] movie_44 movie_114 movie_76 movie_63 [SEP] 4.0 3.0 3.0 [MASK],5.0
[CLS] user_62 [SEP] movie_6 movie_39 movie_59 movie_56 [SEP] 4.0 3.5 4.0 [MASK],5.0
[CLS] user_71 [SEP] movie_33 movie_39 movie_23 movie_10 [SEP] 3.5 5.0 3.5 [MASK],3.5
[CLS] user_59 [SEP] movie_30 movie_56 movie_29 movie_4 [SEP] 4.0 5.0 4.0 [MASK],4.0
[CLS] user_21 [SEP] movie_110 movie_51 movie_29 movie_22 [SEP] 4.0 5.0 4.0 [MASK],2.0
[CLS] user_37 [SEP] movie_29 movie_34 movie_38 movie_10 [SEP] 4.0 4.0 2.0 [MASK],2.0
[CLS] user_47 [SEP] movie_57 movie_21 movie_23 movie_7 [SEP] 3.5 4.0 4.0 [MASK],3.5
[CLS] user_62 [SEP] movie_107 movie_23 movie_55 movie_129 [SEP] 3.5 5.0 4.5 [MASK],2.0
[CLS] user_21 [SEP] movie_22 movie_6 movie_58 movie_20 [SEP] 2.0 4.0 1.0 [MASK],5.0
[CLS] user_19 [SEP] movie_22 movie_33 movie_42 movie_20 [SEP] 3.0 1.0 2.5 [MASK],2.0
[CLS] user_49 [SEP] movie_57 movie_32 movie_55 movie_17 [SEP] 2.0 5.0 5.0 [MASK],5.0
[CLS] user_21 [SEP] movie_22 movie_48 movie_38 movie_30 [SEP] 2.0 3.0 4.0 [MASK],5.0
[CLS] user_48 [SEP] movie_32 movie_31 movie_127 movie_4 [SEP] 4.5 3.5 1.0 [MASK],2.5
[CLS] user_52 [SEP] movie_75 movie_86 movie_47 movie_15 [SEP] 3.0 5.0 3.0 [MASK],4.0
[CLS] user_7 [SEP] movie_20 movie_104 movie_1 movie_52 [SEP] 3.0 4.0 1.0 [MASK],4.0
[CLS] user_61 [SEP] movie_65 movie_59 movie_119 movie_73 [SEP] 3.0 4.0 2.0 [MASK],5.0
[CLS] user_4 [SEP] movie_13 movie_62 movie_51 movie_2 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_67 [SEP] movie_33 movie_60 movie_23 movie_7 [SEP] 2.5 2.5 4.5 [MASK],3.0
[CLS] user_65 [SEP] movie_23 movie_156 movie_32 movie_98 [SEP] 5.0 4.0 5.0 [MASK],2.0
[CLS] user_65 [SEP] movie_9 movie_100 movie_159 movie_83 [SEP] 4.0 4.0 5.0 [MASK],1.0
[CLS] user_65 [SEP] movie_98 movie_156 movie_83 movie_7 [SEP] 2.0 4.0 1.0 [MASK],5.0
[CLS] user_1 [SEP] movie_27 movie_32 movie_39 movie_32 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_59 [SEP] movie_29 movie_48 movie_25 movie_56 [SEP] 4.0 3.0 1.0 [MASK],5.0
[CLS] user_55 [SEP] movie_17 movie_9 movie_2 movie_23 [SEP] 3.5 3.0 3.0 [MASK],4.5
[CLS] user_75 [SEP] movie_46 movie_17 movie_104 movie_40 [SEP] 4.0 5.0 4.0 [MASK],4.5
[CLS] user_35 [SEP] movie_13 movie_3 movie_50 movie_3 [SEP] 5.0 3.0 3.0 [MASK],3.0
[CLS] user_61 [SEP] movie_51 movie_85 movie_15 movie_30 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_29 [SEP] movie_2 movie_86 movie_34 movie_127 [SEP] 3.0 3.0 4.0 [MASK],2.0
[CLS] user_1 [SEP] movie_24 movie_22 movie_31 movie_39 [SEP] 1.5 2.5 3.0 [MASK],3.0
[CLS] user_61 [SEP] movie_1 movie_80 movie_32 movie_1 [SEP] 3.0 2.0 4.0 [MASK],3.0
[CLS] user_13 [SEP] movie_17 movie_5 movie_37 movie_13 [SEP] 3.0 2.0 3.0 [MASK],4.0
[CLS] user_73 [SEP] movie_94 movie_6 movie_83 movie_104 [SEP] 4.0 3.0 2.0 [MASK],5.0
[CLS] user_30 [SEP] movie_44 movie_80 movie_60 movie_74 [SEP] 3.0 2.0 1.5 [MASK],1.5
[CLS] user_1 [SEP] movie_30 movie_10 movie_12 movie_10 [SEP] 5.0 3.0 4.5 [MASK],3.0
[CLS] user_27 [SEP] movie_40 movie_17 movie_6 movie_85 [SEP] 4.5 4.0 4.0 [MASK],4.0
[CLS] user_75 [SEP] movie_1 movie_90 movie_95 movie_60 [SEP] 4.5 2.0 3.5 [MASK],4.5
[CLS] user_21 [SEP] movie_30 movie_22 movie_58 movie_120 [SEP] 5.0 2.0 1.0 [MASK],4.0
[CLS] user_53 [SEP] movie_6 movie_3 movie_4 movie_3 [SEP] 4.0 5.0 5.0 [MASK],5.0
[CLS] user_44 [SEP] movie_17 movie_101 movie_15 movie_23 [SEP] 3.0 3.0 3.0 [MASK],4.0
[CLS] user_65 [SEP] movie_50 movie_61 movie_31 movie_9 [SEP] 4.0 5.0 5.0 [MASK],4.0
[CLS] user_66 [SEP] movie_117 movie_110 movie_1 movie_34 [SEP] 4.0 2.0 3.0 [MASK],2.0
[CLS] user_55 [SEP] movie_78 movie_119 movie_14 movie_34 [SEP] 3.0 3.0 2.5 [MASK],4.0
[CLS] user_64 [SEP] movie_33 movie_13 movie_40 movie_23 [SEP] 3.5 4.0 4.5 [MASK],4.5
[CLS] user_13 [SEP] movie_32 movie_73 movie_17 movie_23 [SEP] 4.0 5.0 3.0 [MASK],5.0
[CLS] user_23 [SEP] movie_51 movie_3 movie_65 movie_65 [SEP] 4.0 4.0 5.0 [MASK],5.0
[CLS] user_53 [SEP] movie_85 movie_6 movie_114 movie_85 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_13 [SEP] movie_34 movie_27 movie_23 movie_17 [SEP] 3.0 5.0 5.0 [MASK],3.0
[CLS] user_30 [SEP] movie_54 movie_55 movie_64 movie_34 [SEP] 2.5 2.5 2.5 [MASK],3.0
[CLS] user_29 [SEP] movie_86 movie_6 movie_2 movie_2 [SEP] 3.0 4.0 3.0 [MASK],3.0
[CLS] user_56 [SEP] movie_59 movie_87 movie_61 movie_9 [SEP] 4.0 3.0 5.0 [MASK],5.0
[CLS] user_14 [SEP] movie_32 movie_27 movie_73 movie_13 [SEP] 5.0 4.0 3.5 [MASK],0.5
[CLS] user_50 [SEP] movie_1 movie_67 movie_66 movie_55 [SEP] 2.0 3.0 3.5 [MASK],4.0
[CLS] user_7 [SEP] movie_104 movie_15 movie_1 movie_19 [SEP] 4.0 5.0 1.0 [MASK],4.0
[CLS] user_5 [SEP] movie_89 movie_15 movie_69 movie_69 [SEP] 3.0 5.0 4.0 [MASK],4.0
[CLS] user_74 [SEP] movie_48 movie_44 movie_17 movie_128 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_30 [SEP] movie_31 movie_60 movie_133 movie_39 [SEP] 2.0 1.5 1.5 [MASK],5.0
[CLS] user_76 [SEP] movie_51 movie_23 movie_60 movie_13 [SEP] 4.0 5.0 3.0 [MASK],5.0
[CLS] user_48 [SEP] movie_1 movie_20 movie_4 movie_15 [SEP] 1.5 3.5 2.5 [MASK],4.5
[CLS] user_10 [SEP] movie_21 movie_37 movie_105 movie_109 [SEP] 5.0 3.0 4.0 [MASK],4.0
[CLS] user_42 [SEP] movie_118 movie_13 movie_17 movie_22 [SEP] 1.0 4.0 3.0 [MASK],4.0
[CLS] user_43 [SEP] movie_73 movie_44 movie_86 movie_63 [SEP] 4.0 2.0 4.0 [MASK],4.0
[CLS] user_33 [SEP] movie_43 movie_19 movie_55 movie_1 [SEP] 5.0 2.0 5.0 [MASK],3.0
[CLS] user_10 [SEP] movie_27 movie_30 movie_109 movie_30 [SEP] 4.0 5.0 4.0 [MASK],5.0
[CLS] user_28 [SEP] movie_11 movie_8 movie_87 movie_87 [SEP] 3.5 3.0 4.0 [MASK],4.0
[CLS] user_13 [SEP] movie_34 movie_33 movie_30 movie_35 [SEP] 3.0 2.0 5.0 [MASK],3.0
[CLS] user_65 [SEP] movie_109 movie_52 movie_101 movie_6 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_55 [SEP] movie_147 movie_5 movie_42 movie_9 [SEP] 3.0 4.5 1.5 [MASK],3.0
[CLS] user_62 [SEP] movie_48 movie_104 movie_59 movie_54 [SEP] 1.0 4.0 4.0 [MASK],4.5
[CLS] user_73 [SEP] movie_6 movie_104 movie_15 movie_35 [SEP] 3.0 5.0 5.0 [MASK],3.0
[CLS] user_12 [SEP] movie_29 movie_17 movie_63 movie_111 [SEP] 4.0 3.5 4.0 [MASK],3.5
[CLS] user_47 [SEP] movie_63 movie_15 movie_94 movie_94 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_48 [SEP] movie_20 movie_18 movie_23 movie_18 [SEP] 3.5 3.0 4.0 [MASK],3.0
[CLS] user_3 [SEP] movie_23 movie_55 movie_42 movie_43 [SEP] 4.5 5.0 3.0 [MASK],3.5
[CLS] user_3 [SEP] movie_42 movie_55 movie_56 movie_55 [SEP] 3.0 5.0 3.5 [MASK],5.0
[CLS] user_2 [SEP] movie_49 movie_5 movie_6 movie_58 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_49 [SEP] movie_17 movie_39 movie_87 movie_39 [SEP] 5.0 4.0 5.0 [MASK],4.0
[CLS] user_25 [SEP] movie_1 movie_40 movie_30 movie_56 [SEP] 3.5 2.5 5.0 [MASK],1.5
[CLS] user_16 [SEP] movie_38 movie_61 movie_19 movie_75 [SEP] 5.0 4.0 4.0 [MASK],3.0
[CLS] user_13 [SEP] movie_13 movie_33 movie_5 movie_94 [SEP] 4.0 2.0 2.0 [MASK],3.0
[CLS] user_1 [SEP] movie_27 movie_32 movie_38 movie_29 [SEP] 3.0 3.0 3.5 [MASK],3.5
[CLS] user_5 [SEP] movie_15 movie_86 movie_22 movie_17 [SEP] 5.0 5.0 5.0 [MASK],5.0
[CLS] user_46 [SEP] movie_36 movie_109 movie_29 movie_36 [SEP] 3.0 2.0 2.0 [MASK],3.0
[CLS] user_70 [SEP] movie_150 movie_87 movie_6 movie_56 [SEP] 1.0 4.0 4.0 [MASK],4.0
[CLS] user_64 [SEP] movie_23 movie_15 movie_13 movie_22 [SEP] 4.5 5.0 4.0 [MASK],4.5
[CLS] user_61 [SEP] movie_32 movie_27 movie_51 movie_65 [SEP] 4.0 5.0 4.0 [MASK],3.0
[CLS] user_4 [SEP] movie_74 movie_41 movie_76 movie_79 [SEP] 4.0 4.0 3.0 [MASK],3.0
[CLS] user_2 [SEP] movie_45 movie_6 movie_2 movie_22 [SEP] 4.0 3.0 5.0 [MASK],3.0
[CLS] user_58 [SEP] movie_37 movie_48 movie_58 movie_48 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_58 [SEP] movie_58 movie_52 movie_22 movie_1 [SEP] 3.0 2.0 4.0 [MASK],5.0
[CLS] user_37 [SEP] movie_34 movie_23 movie_6 movie_35 [SEP] 4.0 5.0 4.5 [MASK],5.0
[CLS] user_65 [SEP] movie_159 movie_27 movie_65 movie_75 [SEP] 5.0 4.0 3.0 [MASK],5.0
[CLS] user_24 [SEP] movie_30 movie_116 movie_13 movie_51 [SEP] 4.0 4.0 4.0 [MASK],3.0
[CLS] user_68 [SEP] movie_50 movie_13 movie_21 movie_50 [SEP] 3.0 4.0 4.0 [MASK],3.0
[CLS] user_75 [SEP] movie_6 movie_37 movie_95 movie_39 [SEP] 5.0 3.5 3.5 [MASK],4.5
[CLS] user_2 [SEP] movie_14 movie_18 movie_23 movie_23 [SEP] 5.0 4.0 5.0 [MASK],5.0
[CLS] user_22 [SEP] movie_38 movie_122 movie_18 movie_121 [SEP] 3.0 1.0 5.0 [MASK],4.0
[CLS] user_55 [SEP] movie_119 movie_59 movie_50 movie_78 [SEP] 3.0 3.0 4.5 [MASK],3.0
[CLS] user_66 [SEP] movie_11 movie_34 movie_117 movie_20 [SEP] 2.0 2.0 4.0 [MASK],3.0
[CLS] user_74 [SEP] movie_48 movie_85 movie_21 movie_11 [SEP] 5.0 3.0 5.0 [MASK],4.0
[CLS] user_26 [SEP] movie_8 movie_28 movie_79 movie_40 [SEP] 4.0 3.0 3.0 [MASK],4.0
[CLS] user_49 [SEP] movie_25 movie_57 movie_119 movie_25 [SEP] 1.0 2.0 3.0 [MASK],1.0
[CLS] user_36 [SEP] movie_32 movie_31 movie_58 movie_30 [SEP] 5.0 5.0 4.0 [MASK],5.0
[CLS] user_17 [SEP] movie_88 movie_6 movie_118 movie_88 [SEP] 4.0 5.0 3.0 [MASK],4.0
[CLS] user_34 [SEP] movie_36 movie_3 movie_11 movie_3 [SEP] 4.0 3.0 0.5 [MASK],3.0
[CLS] user_12 [SEP] movie_111 movie_29 movie_106 movie_46 [SEP] 3.5 4.0 3.5 [MASK],0.5
[CLS] user_10 [SEP] movie_86 movie_58 movie_105 movie_6 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_12 [SEP] movie_46 movie_47 movie_11 movie_22 [SEP] 0.5 3.5 3.0 [MASK],3.0
[CLS] user_31 [SEP] movie_33 movie_23 movie_101 movie_48 [SEP] 3.0 5.0 3.0 [MASK],2.0
[CLS] user_17 [SEP] movie_20 movie_46 movie_6 movie_115 [SEP] 5.0 4.0 5.0 [MASK],3.0
[CLS] user_16 [SEP] movie_8 movie_75 movie_69 movie_61 [SEP] 4.0 3.0 4.0 [MASK],4.0
[CLS] user_2 [SEP] movie_18 movie_6 movie_50 movie_15 [SEP] 4.0 3.0 4.0 [MASK],5.0
[CLS] user_30 [SEP] movie_90 movie_80 movie_74 movie_101 [SEP] 2.0 2.0 1.5 [MASK],2.0
[CLS] user_55 [SEP] movie_23 movie_50 movie_34 movie_71 [SEP] 4.5 4.5 4.0 [MASK],3.0
[CLS] user_1 [SEP] movie_24 movie_20 movie_30 movie_6 [SEP] 1.5 2.0 5.0 [MASK],3.0
[CLS] user_48 [SEP] movie_46 movie_6 movie_4 movie_1 [SEP] 2.5 3.0 2.5 [MASK],1.5
[CLS] user_6 [SEP] movie_61 movie_92 movie_89 movie_93 [SEP] 4.0 2.5 3.0 [MASK],0.5
[CLS] user_43 [SEP] movie_86 movie_43 movie_32 movie_6 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_52 [SEP] movie_11 movie_117 movie_114 movie_75 [SEP] 3.0 4.0 3.0 [MASK],3.0
[CLS] user_16 [SEP] movie_11 movie_33 movie_19 movie_38 [SEP] 4.0 4.0 4.0 [MASK],5.0
[CLS] user_34 [SEP] movie_13 movie_23 movie_20 movie_13 [SEP] 2.0 4.0 1.5 [MASK],2.0
[CLS] user_21 [SEP] movie_56 movie_15 movie_67 movie_67 [SEP] 4.0 5.0 5.0 [MASK],5.0
[CLS] user_24 [SEP] movie_117 movie_7 movie_14 movie_13 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_55 [SEP] movie_12 movie_21 movie_5 movie_20 [SEP] 4.5 3.0 4.5 [MASK],3.0
[CLS] user_18 [SEP] movie_33 movie_19 movie_10 movie_11 [SEP] 3.0 1.5 3.5 [MASK],3.0
[CLS] user_49 [SEP] movie_32 movie_87 movie_25 movie_87 [SEP] 5.0 5.0 1.0 [MASK],5.0
[CLS] user_20 [SEP] movie_14 movie_19 movie_104 movie_6 [SEP] 5.0 3.0 4.0 [MASK],5.0
[CLS] user_57 [SEP] movie_115 movie_58 movie_15 movie_129 [SEP] 3.0 4.0 5.0 [MASK],4.0
[CLS] user_18 [SEP] movie_68 movie_11 movie_32 movie_63 [SEP] 3.0 3.0 4.5 [MASK],3.0
[CLS] user_64 [SEP] movie_22 movie_40 movie_6 movie_13 [SEP] 4.5 4.5 4.5 [MASK],4.0
