itemId,title,category,description,option1,option2,option3
7093,Vatel,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?",en,2000-05-01,Released
1921,Sweet November,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever.",en,2001-02-16,Released
6073,The Mexican,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",en,2001-03-01,Released
2749,15 Minutes,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",en,2001-03-01,Released
2302,Avalon,"[{'id': 18, 'name': 'Drama'}]","Avalon is the third in Levinson's semi-autobiographical series of four ""Baltimore Films"": Diner (1982), Tin Men (1987), Avalon (1990), and Liberty Heights (1999). The film is set in Baltimore in the early 1950s and explores the themes of Jewish assimilation into American life.",en,1990-10-05,Released
32686,Gray's Anatomy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","The film documents, in an often dramatic and humorous fashion, Gray's investigations into alternative medicine for an eye condition (Macular pucker) he had developed.",en,1996-09-11,Released
1888,The Fortune Cookie,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","A cameraman is knocked over during a football game. His brother in law as the king of the ambulance chasing lawyers starts a suit while he's still knocked out. The cameraman is against it until he hears that his ex-wife will be coming to see him. He pretends to be injured to get her back, but also sees what the strain is doing to the football player who injured him.",en,1966-10-19,Released
2428,The Greatest Story Ever Told,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",All-star epic retelling of Christ's life.,en,1965-02-15,Released
2453,Harley Davidson and the Marlboro Man,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",en,1991-08-23,Released
4587,Mermaids,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.",en,1990-12-14,Released
77,Memento,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",en,2000-10-11,Released
2575,The Tailor of Panama,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","A British spy is banished to Panama after having an affair with an ambassador's mistress. Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama. The tailor also has a wife, who works for the Panamanian president and a huge debt. The mission is to learn what the President intends to do with the Canal.",en,2001-02-11,Released
55,Amores perros,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,es,2000-06-16,Released
2043,Along Came a Spider,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.",en,2001-04-06,Released
4133,Blow,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",en,2001-04-04,Released
56715,Just Visiting,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard.",en,2001-04-06,Released
26791,Brigham City,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Wes Clayton is a lawman and a bishop in a Mormon community called Brigham. The town is shaken when a woman from California is found murdered. Clayton and his young deputy work with an FBI agent sent to investigate. As a civil and spiritual leader in the frightened town, Clayton must uncover the town's deepest secrets, find the murderer and keep Brigham from ripping itself apart.",en,2001-03-30,Released
70282,The Visit,"[{'id': 18, 'name': 'Drama'}]","A young man dying in prison brings his family together for a fateful visit, and proceeds to put his life back together.",en,2000-01-01,Rumored
111,Scarface,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",en,1983-12-08,Released
2144,One Night at McCool's,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Every man has a different recollection of the beautiful young woman who wreaked havoc on their lives during one heated night.,en,2001-04-19,Released
1734,The Mummy Returns,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","Rick and Evelyn O'Connell, along with their 8 year old son Alex, discover the key to the legendary Scorpion King's might, the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis' otherworldly army.",en,2001-04-28,Released
4973,Under the Sand,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","When her husband goes missing at the beach, a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional.",fr,2000-09-11,Released
849,Krull,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,en,1983-07-29,Released
2981,The Lost World,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam.,en,1925-06-22,Released
3784,Frankie and Johnny,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","When Johnny is released from prison following a forgery charge, he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora, Frankie develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially, she eventually relents when her best friend, Tim, persuades her to give Johnny a chance.",en,1991-10-18,Released
934,Rififi,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","Out of prison after a five-year stretch, jewel thief Tony (Jean Servais) turns down a quick job his friend Jo (Carl Mohner) offers him, until he discovers that his old girlfriend Mado (Marie Sabouret) has become the lover of local gangster Pierre Grutter (Marcel Lupovici) during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",fr,1955-04-13,Released
808,Shrek,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",en,2001-05-16,Released
824,Moulin Rouge!,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",en,2001-03-09,Released
1406,City Slickers,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",New York meets the west in this comedy starring Billy Crystal. Three New York business men decide to take a 'Wild West' vacation that turns out to not be the relaxing vacation they had envisioned.,en,1991-06-07,Released
1632,Mississippi Burning,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner.",en,1988-12-08,Released
966,The Magnificent Seven,"[{'id': 37, 'name': 'Western'}]",An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,en,1960-10-22,Released
301,Rio Bravo,"[{'id': 37, 'name': 'Western'}]","The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",en,1959-03-17,Released
4988,Semi-Tough,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",A three-way friendship between two free-spirited professional football players and the owner's daughter becomes compromised when two of them become romantically involved.,en,1977-11-18,Released
6498,Nightwatch,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","In order to finance his law studies, Martin starts as a night watchman in a mortuary. When the victims of a serial killer of prostitutes are deposited there, scary things begin to happen. Therefore and because of a strange bet with his fellow student Jens, the police begins to think he is the murderer. Police detective Wormer wants to help him but Martin is more and more suspected.",da,1994-02-25,Released
5923,The Sand Pebbles,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]","Engineer Jake Holman arrives aboard the gunboat U.S.S. San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the ""rice-bowl"" system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission.",en,1966-12-20,Released
1089,Point Break,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.",en,1991-07-12,Released
759,Gentlemen Prefer Blondes,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",en,1953-07-14,Released
1995,Lara Croft: Tomb Raider,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",en,2001-06-11,Released
2140,Kiss of the Dragon,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",en,2001-07-06,Released
4248,Scary Movie 2,"[{'id': 35, 'name': 'Comedy'}]","While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",en,2001-07-04,Released
3134,Baise-moi,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","Manu has lived a difficult life. Abused and violently raped, she sets off to find herself only to meet Nadine, a prostitute who has encountered one too many injustices in the world. Angry at the world, they embark on a twisted, rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt, soon everyone is out to capture the young fugitives.",fr,2000-06-28,Released
5991,The Last Laugh,"[{'id': 18, 'name': 'Drama'}]","An aging doorman, after being fired from his prestigious job at a luxurious Hotel is forced to face the scorn of his friends, neighbours and society.",de,1924-12-23,Released
4789,The Garden of the Finzi-Continis,"[{'id': 18, 'name': 'Drama'}]","In late 1930s Ferrara, Italy, the Finzi-Continis are a leading family: wealthy, aristocratic, and urbane; they are also Jewish. Their adult children, Micol and Alberto, gather a diverse circle of friends for tennis and parties at their villa with its lovely grounds, and try to keep the rest of the world at bay. But tensions between them all grow as anti-Semitism rises in Fascist Italy, and even the Finzi-Continis will have to confront the Holocaust.",it,1970-12-04,Released
976,Sweet Smell of Success,"[{'id': 18, 'name': 'Drama'}]","New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method.",en,1957-06-27,Released
2114,Final Fantasy: The Spirits Within,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",en,2001-07-02,Released
8835,Legally Blonde,"[{'id': 35, 'name': 'Comedy'}]","Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.",en,2001-07-13,Released
58904,Haunted Castle,"[{'id': 16, 'name': 'Animation'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","A young musician and singer named Johnny has been notified by a law firm that his mother, an aging rock star whom Johnny hasn't seen or heard from since he was 3 years old, has died in a helicopter accident. Johnny has been willed her castle and all of her property and money, but he must visit the actual castle to claim these things.",en,2001-02-23,Released
5333,Apartment Zero,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",The owner of a failing cinema and his mysterious boarder are caught up in the political intrigue of Argentina.,en,1988-09-30,Released
4281,Appointment with Death,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]","Emily Boynton, stepmother to the three Boynton children -- Lennox, Raymond and Carol -- and mother to Ginevra, blackmails the family lawyer, Jefferson Cope, into destroying a second will of her late husband that would have freed the children from her dominating influence. She takes herself, the children and her daughter-in-law Nadine on holiday to Europe and the Holy Land. In Jerusalem, the great detective Hercule Poirot meets up with a woman friend, Dr. Sarah King, who falls in love with Raymond Boynton to Emily's disapproval. Lady Westholme, her secretary Miss Quinton and lawyer Cope are following them too. The children discover the second will and Emily succeeds in rubbing the rest the wrong way, causing much hatred towards her. At a dig, Emily is found dead. Poirot investigates.",en,1988-04-15,Released
2,Ariel,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","Taisto Kasurinen is a Finnish coal miner whose father has just committed suicide and who is framed for a crime he did not commit. In jail, he starts to dream about leaving the country and starting a new life. He escapes from prison but things don't go as planned...",fi,1988-10-21,Released
3980,Critters,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",A massive ball of furry creatures from another world eat their way through a small mid-western town followed by intergalactic bounty hunters opposed only by militant townspeople.,en,1986-04-11,Released
27397,Crossing Delancey,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Isabelle's life revolves around the New York bookshop she works in and the intellectual friends of both sexes she meets there. Her grandmother remains less than impressed and decides to hire a good old-fashioned Jewish matchmaker to help Isabelle's love-life along. Enter pickle-maker Sam who immediately takes to Isabelle. She however is irritated by the whole business, at least to start with.",en,1988-09-16,Released
5680,"Elvira, Mistress of the Dark","[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",When her great aunt dies famed horror hostess Elvira heads for the uptight new England town to Falwell to claim her inheritance of a haunted house a witches cookbook and a punk rock poodle. But once the stuffy locals get an eyeful of the scream queens ample assets all hell busts out &amp; breaks loose.,en,1988-09-30,Released
26386,Ernest Saves Christmas,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","When Santa Claus decides to retire and pass on his magic bag of Christmas surprises to a new Saint Nick, he enlists the aid of a hilarious assortment of characters. A perky teen runaway and hapless taxi driver Ernest P. Worrell must convince a skeptical kiddie-show host to take over the post of Father Christmas.",en,1988-11-11,Released
2617,The Great Outdoors,"[{'id': 35, 'name': 'Comedy'}]","It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family.",en,1988-06-17,Released
3543,Bagdad Cafe,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",A surreal comedy depicting a diverse cast of characters and the changes they undergo as the German tourist Jasmin interacts with each of them at a remote truck stop in the middle of the Mojave desert.,de,1987-11-12,Released
2605,Short Circuit,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]","After a lightning bolt zaps a robot named Number 5, the lovable machine starts to think he's human and escapes the lab. Hot on his trail is his designer, Newton, who hopes to get to Number 5 before the military does. In the meantime, a spunky animal lover mistakes the robot for an alien and takes him in, teaching her new guest about life on Earth.",en,1986-05-09,Released
8337,They Live,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.",en,1988-11-23,Released
47493,To Kill a Priest,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",A young priest speaks out against the Communist regime in Poland and is killed for it.,en,1988-01-01,Released
8463,Torch Song Trilogy,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","A very personal story that is both funny and poignant, TORCH SONG TRILOGY chronicles a New Yorker's search for love, respect and tradition in a world that seems not especially made for him.",en,1988-01-01,Released
26603,Vice Versa,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","A mysterious oriental skull transforms a father into his son, and vice versa.",en,1988-02-25,Released
1648,Bill & Ted's Excellent Adventure,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",en,1989-02-17,Released
4105,Black Rain,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. In Japan, however, he manages to escape. As they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game the Japanese way.",en,1989-09-22,Released
3064,Chances Are,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]","Louie Jeffries is happily married to Corinne. On their first anniversary, Louie is killed crossing the road. Louie is reincarnated as Alex Finch, and twenty years later, fate brings Alex and Louie's daughter, Miranda, together. It's not until Alex is invited to Louie's home that he begins to remember his former life, wife and best friend. Of course, there's also the problem that he's attracted to Louie's/his own daughter.",en,1989-03-10,Released
4925,Dead Bang,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Los Angeles homicide detective Jerry Beck searches for the murderer who killed a police officer on Christmas Eve. The investigation takes Beck inside the violent world of hate groups and white supremacists, who are hatching a deadly plot to attack even more innocent people. Beck must also confront his own personal demons, including his growing problem with alcohol, if he wants to track down and stop the violent neo-Nazis before it is too late.",en,1989-03-24,Released
2210,Earth Girls Are Easy,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]","In this musical comedy, Valerie is dealing with her philandering fiancé, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",en,1988-09-08,Released
1380,Gleaming the Cube,"[{'id': 18, 'name': 'Drama'}]",The cult classic 80’s B-film where the slacker skateboarder gets off his butt and cases down criminals. A skateboarding boy named Brian played by Christian Slater has a pretty normal life until his brother dies. The cops think it’s a suicide yet he won’t believe it and follows some Vietnamese guys he thinks did it when he gets into a lot of trouble and has to ride his skateboard to save the day.,en,1989-01-13,Released
505,Johnny Handsome,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","A career criminal who has been deformed since birth is given a new face by a kindly doctor and paroled from prison. It appears that he has gone straight, but he is really planning his revenge on the man who killed his mentor and sent him to prison.",en,1989-09-12,Released
4486,Jesus of Montreal,"[{'id': 18, 'name': 'Drama'}]",A group of actors putting on an interpretive Passion Play in Montreal begin to experience a meshing of their characters and their private lives as the production takes form against the growing opposition of the Catholic church.,fr,1989-05-17,Released
4296,Millennium,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",An investigator seeking the cause of an airline disaster discovers the involvement of an organisation of time travellers from a future Earth irreparably polluted who seek to rejuvenate the human race from those about to die in the past. Based on a novel by John Varley.,en,1989-08-25,Released
331,Jurassic Park III,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",en,2001-07-18,Released
327,Brother,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, California, where he is taken in by his little brother and his brother’s gang. This is the first English film by Takeshi Kitano.",ja,2000-09-09,Released
