itemId,title,category,description,option1,option2,option3
B0054G6QW6,Darice 1201-08 Plastic Fold and Score Tool,Arts_Crafts_and_Sewing,"['Make precise neat folds with this practical and versatile tool. A basic tool for providing a clean, professional look to handmade and decorated greeting cards and envelopes. Made of white, lightweight plastic, it rests easily in the hand and has a graduated point for scoring. 8-inch long.']","['A simple plastic tool for creating neat folds in paper for cards, envelopes and more', 'Tool is pointed for making scores in paper prior to cutting or folding', 'May also be used for burnishing (rubbing) techniques on paper', '1-Inch wide and 8-inch long', 'Not a toy, for ages 6 and up']",Darice,4226
B0054H2OYO,"Fabric Editions, LLC MDG-JL-TEXTT Fabric Palette 2-1/2-Inch by 42-Inch Cuts Jellies 100-Percent Cotton, 20-Pack, Textures",Arts_Crafts_and_Sewing,['Coordinated designs and colors in pre-cut fabrics for a quick and easy project and convenience. Perfect for quilters. This package contains twenty 2- 1/2 by 42-inch strips of high-quality 100-percent cotton fabric. Available in a variety of colorful themes: each sold separately. Patterns may vary slightly from photo shown while remaining in the color family. Imported.'],"['Perfect for quilters', 'Coordinated designs and colors in pre-cut fabrics for a quick and easy project and convenience', 'Package contains twenty 2- 1/2 by 42-inch strips of high-quality 100-percent cotton fabric', 'Patterns may vary slightly from photo shown while remaining in the color family', 'Design: Textures']",Fabric Editions,8938
B0054H2P20,"Fabric Palette 2-1/2-Inch by 42-Inch Cuts Jellies 100-Percent Cotton, 20-Pack, Long Road Batik",Arts_Crafts_and_Sewing,['Coordinated designs and colors in pre-cut fabrics for a quick and easy project and convenience. Perfect for quilters. This package contains twenty 2- 1/2 by 42-inch strips of high-quality 100-percent cotton fabric. Available in a variety of colorful themes: each sold separately. Patterns may vary slightly from photo shown while remaining in the color family. Imported.'],"['Perfect for quilters', 'Coordinated designs and colors in pre-cut fabrics for a quick and easy project and convenience', 'Package contains twenty 2- 1/2 by 42-inch strips of high-quality 100-percent cotton fabric', 'Patterns may vary slightly from photo shown while remaining in the color family', 'Design: Long Road Batik']",Fabric Editions,7367
B0054JF32C,U-nitt 9 inch Bamboo Tunisian Afghan Crochet Hooks 12 Hook sz: D-P Patina 9&quot; Afghan,"Arts_Crafts_and_Sewing, Knitting_and_Crochet, Crochet_Hooks","['you will get 12 different sizes: D(3.25mm), E(3.5mm), F(3.75mm), G(4.0mm), H (5mm), I(5.5mm), J(6mm), K(6.5mm), L(8mm), M(9mm), N(10mm), P(12mm)']","['length: 9 inches', 'super smooth finish; will not pick your yarn', 'mostly patina, may contain 1 or 2 natural bamboo hooks.', 'individually packaged in high quality reusable vinyl bags', 'one year warranty against any normal wear or damage']",U-nitt,1805
B0054P8UGC,Dritz 253 Machine Needle Inserter and Threader,Arts_Crafts_and_Sewing,"['DRITZ-Machine Needle Insert and Threaded, this needle inserter holds needles steady, is ideal for specialty threads and reduces eye strain and threads needles quickly.']","['Threaded reduces eye strain and threads needles quickly', 'Inserter holds needle steady for easy machine insertion and removal', 'Ditz Machine Needle Inserter & Threaded is ideal for working with Specialty Thread']",Dritz,2191
B0054YU7B4,Proart Sketch Combo Pack with 11x14&quot; Sketchbook &amp; 30 Piece Pencil Set!,"Arts_Crafts_and_Sewing, Drawing, Art_Sets","['Proart Sketch Combo Pack with 11x14"" Sketchbook & 30 Piece Pencil Set!']",[],Nicole,367
B005570XG4,Dritz Long Pearlized Pins - 1-1/2&quot; - 120 Ct.,Arts_Crafts_and_Sewing,"['Nickel plated steel pins, size 24 (1.5""). Pin heads are pearlized balls in various colors. Stackable box of 120 pins. Use for general sewing, crafts and and decorative projects.']","['Nickel plated steel pins, size 24 (1.5"")', 'Pin heads are pearlized balls in various colors', 'Stackable box of 120 pins']",Dritz,4397
B005570Z9O,Dritz 647 Loop Turner,Arts_Crafts_and_Sewing,"['This Loop Turners makes turning fabric tubing a breeze. Latch-hook end catches fabric to pull it through bias tubing. Made of wire, hooked end grabs and hangs on to fabric as you pull.']","['Turn spaghetti straps, button loops, frog closures, string belts and much more', 'Latch-hook end catches fabric to pull it through bias tubing', 'Made of wire, hooked end grabs and hangs on to fabric as you pull']",Dritz,3477
B005571MPA,"Annie S&amp;S2072 Soft and Stable Fabric, 72 by 58-Inch, White",Arts_Crafts_and_Sewing,"['Use in place of batting or other stabilizers in purses, bags, totes and more. Great lasting body and stability. Lightweight, Maintains shape,']","['Gives a professional finish to your project!', 'The only foam with fabric on BOTH sides Washer and dryer safe.', 'Measures 72in x 58in x .175in thick']",Annie,4571
B005571TXK,Dritz Clothing Care 82409 Ergo Knit Picker,Arts_Crafts_and_Sewing,"['Clothing Care Knit Picker fixes snags on knits and wovens. Special ergonomic design with soft finger grips eliminates stress and strain on hand. End of handle removes to become the protective cap. Simply pull translucent end off and place over picker, push to secure.']","['Easily fixes snags on knits and wovens', 'Special ergonomic design', 'Soft finger grips eliminates stress and strain on hand', 'End of handle removes to become the protective cap']",Dritz Clothing Care,8316
B005571LKQ,"Dritz 8S 350-Piece Sequin/Lills Pins, 1/2-Inch",Arts_Crafts_and_Sewing,"['These short pins are ideal for holding sequins in place before sewing, as well as other situations that require a smaller pin.']","['These short pins are ideal for holding sequins in place', 'Extra short, fine', 'Uses for pinning sequins and trims, hand applique and crafts']",Dritz,9023
B005572IQW,Aleene's Fabric Fusion Permanent Adhesive Sheets 5pc,Arts_Crafts_and_Sewing,"[""Makes a needle and thread a thing of the past. This fantastic addition to the Aleene's Fabric Fusion family offers a permanent bond with no sewing and NO IRONING. Now you can instantly layer fabrics or adhere patches and appliqus with ease.""]","['Just cut the sheet to the desired size, peel away the liner to expose the adhesive, adhere sheet to fabric piece and then peel away remaining liner and adhere to fabric', 'Permanent and machine-washable', 'Available in 5-pack 4.25""x5"" sheets', 'Find inspiration and techniques at ilovetocreate.com']",Aleene's,5788
B005572IKS,Aleene's 29134 Fabric Fusion Tape,Arts_Crafts_and_Sewing,"[""Makes a needle and thread a thing of the past. This fantastic addition to the Aleene's Fabric Fusion family offers a permanent bond with no sewing and NO IRONING. Now you can hem curtains, pants and other outfits with ease and best of allit's washable.""]","['So quick and easy to use, you can fix on the spot before anyone even notices', ""Aleene's Fabric Fusion Peel and Stick Tape is 5/8-Inch wide and available in a 20-feet length"", 'Double-sided adhesive tape that permanently adheres to fabrics', 'Stays flexible Machine washable with cold water']",Aleene's,3940
B005572M86,"Dritz Sewing Machine Light Bulb for Sewing Product, Push",Arts_Crafts_and_Sewing,['DRITZ-Sewing Machine Light Bulb-Push-In Base. This bulb fits most machines requiring a bulb with a push-in base. Consult with your machine manual.'],"['DRITZ-Sewing Machine Light Bulb-Push-In Base', 'This bulb fits most machines requiring a bulb with a push-in base', 'Consult with your machine manual.15 watt/120 volt bulb']",Dritz,4336
B005572NPS,"Dritz Jean, a, Majig for Sewing Product",Arts_Crafts_and_Sewing,['Use for topstitching and machine hemming over thick seams. Use on jeans - jackets - towels - quilts - upholstery and home Dec projects. Can be used with any sewing machine.'],"['Use for topstitching and machine hemming over thick seams', 'Use on jeans - jackets - towels - quilts - upholstery and home Dec projects', 'Can be used with any sewing machine']",Dritz,7414
B005572D0I,"Aleenes Fabric Fusion Adhesive, 8-Ounce",Arts_Crafts_and_Sewing,"[""Crafters can trust Aleene's Fabric Fusion to provide a permanent fabric bond for all their craft and sewing projects. It is the only clear, water-based, urethane adhesive that is also nontoxic, machine-washable and dry cleanable. Its the perfect choice for a wide variety of surfaces and embellishments.""]","['Perfect to adhere to a variety of surfaces and embellishments,', 'Fabric adhesive does not string while you apply it to fabric,', 'Available in an 8-oz bottle', 'Find inspiration and techniques at I love to create com']",Aleene's,3920
B0055740UO,"Fiskars 01-005875 Titanium Softgrip Comfort Loop Handle Rotary Cutter, 60mm",Arts_Crafts_and_Sewing,"['Fiskars Comfort Loop Rotary Cutter with a 60 mm blade offers precise cuts through thick quilting materials and multiple layers of fabric, and an updated blade and handle make every job even easier. The blade features a titanium coating that is three times harder than steel for improved durability and lasting sharpness, and the handle includes Softgrip to reduce hand fatigue. A curved shape with a loop handle provides a natural fit for your hand to improve control, and a versatile design provides excellent blade visibility for right- or left-handed users. It even includes a sliding button that extends the blade during use and retracts it for safe storage.']","['Ideal for cutting thicker materials including batting, foams and multiple layers of fabrics', 'Rotary blade can be assembled to either side of the rotary cutter, providing optimal blade visibility for both right- and left-handed users', 'Precision-ground 60mm rotary blade features a titanium coating that is three times harder than steel for improved durability and lasting sharpness', 'Replacement 60mm rotary blades available (item# 01-005896, titanium)', 'Lifetime warranty', '<span>\n        <a href=https://www.amazon.com/gp/sign-in.html?ie=UTF8&ref=&email=&redirectASIN=B0055740UO&disableCorpSignUp=&path=%2Fgp%2Fcoupon%2Fc%2APK6CRT5BVH6KFA2KWAJZXU70VKG&redirectProtocol=&mode=&useRedirectOnSuccess=1>Clip this coupon</a> to save 5% on this product when you buy from Amazon.com. \n        \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{&quot;width&quot;:&quot;450&quot;,&quot;header&quot;:&quot;Promotion Details&quot;,&quot;url&quot;:&quot;/gp/promotions/details/popup/APK6CRT5BVH6K&quot;,&quot;height&quot;:&quot;600&quot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\'s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n    </span>']",Fiskars,680
B005574I92,"Krylon K03801A00 Glitter Blast, Golden Glow, 5.75 Ounce",Tools_and_Home_Improvement,"['Krylon Glitter Blast gives you a uniquely intense sparking glitter finish with a paten-pending product unlike anything else on the market. A 5.75oz can product which can adheres well to most surface, even plastics and craft foam. An exceptional product will add texture, fun finishes for holiday crafts and amazing glitter products.', 'Krylon Glitter Blast gives you a uniquely intense sparking glitter finish with a paten-pending product unlike anything else on the market. A 5.75oz can product which can adheres well to most surface, even plastics and craft foam. An exceptional product will add texture, fun finishes for holiday crafts, and amazing glitter products.']","['Uniquely intense sparkling glitter finish', 'Adheres well to most surfaces, including plastic & craft foam', 'Acid-free', 'Clear Sealer adds durability, prevents glitter, from flaking and maintains color without fading', 'Dries to touch in 20 minutes', 'Adheres well to most surfaces, even plastic and craft foam', 'Acid-free for scrapbooking', '0', '<span class=""a-size-base a-color-secondary"">\n                Uniquely intense sparkling glitter finish\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Adheres well to most surfaces, even plastic and craft foam\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Acid-free for scrapbooking\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Clear Sealer adds durability, prevents glitter from flaking and maintains color without fading\n            </span>']",Krylon,5069
B0055JUL4G,"Dritz 154 2-Piece Long Doll Needles, 5-Inch",Arts_Crafts_and_Sewing,['Dritz long doll needles. this package contains two - 5 inches european quality needles that are perfect for dolls stuffed critters and even tied quilts. Imported.'],"['Extra Long needles with long eyes for doll making, soft sculpture and other crafts', 'Doll needles are long thin needles for soft sculpturing on dolls particularly with facial features', 'This convenient assortment makes it easy to keep a variety of needles on hand']",Dritz,5706
B0055RXT5Q,Color Harmony Wheel,Arts_Crafts_and_Sewing,['A color wheel'],"[""Great for figuring out what colors go together, and the complement to a particular shade. Even works well when you're using neutrals, because those are on the inner ring. Just center your main color in the big pie shape. Those two dots on the spinner indicate clashing colors that can be effective in jazzing things up--just a pinch if you dare. The complement is in the cup shape opposite your main color. Using that really makes your piece pop!.."", 'Feedback 2011-2015: ""...presents the color spectrum in much greater detail than a standard color wheel, plus it references the standard pigments for each shade.""""I especially like having the reminder of where the different paint colors --Prussian Blue, Cobalt Blue, etc-- fall in relation to one another, on the wheel. I can not recommend this product enough. "" ""The wheel is the only one of its kind I could find, excellent product and delivered promptly"" ""...a very useful tool for artists. Item arrived several days sooner than earliest day estimated. Great price for product."" ""Finally, I\'d been looking all over for a Munsell type color wheel. This is it, very well executed. A huge help to my newest learning endeavor - painting. I would consider this a must have for students and the experienced. If you want to test the validity, just use it to examine JWM Turner\'s colorful works!""', ""Don't worry if you don't have all the paint colors. You can mix neighboring colors to get the one in between."", 'The spinner keeps you from using those colors which will not harmonize, because it blocks them from sight.', 'There are 5 primaries, not 3, evenly spaced around the wheel. So your complement will be even more beautiful than that found in a triadic wheel.']",Mandarin Moose,3629
B00566E8QK,"Singer ProSeries Heavy Duty Bent Sewing Scissors, 9-1/2-Inch, Teal",Arts_Crafts_and_Sewing,"['These SINGER ProSeries 9 -inch bent scissors are a favorite among dressmakers and clothing tailors. Strong and comfortable to use, the shears cut through multiple layers of fabric easily. The blades are tempered and ground on both sides to ensure sharpness, smooth cutting and rust resistance. Each pair of shears fits left- and right-handed individuals and has been individually inspected and hand tested to ensure quality and comes with a lifetime guarantee.']","['9.5-inch heavy duty bent scissors with rubberized comfort grip handle', 'Easily cut through multiple layers of fabric for sewing or crafting projects', 'Blades are tempered and ground on both sides for increased sharpness and longer life', 'Scissor blades have been individually inspected and hand tested to ensure quality', 'Lifetime guarantee']",SINGER,7985
B00566E720,"Singer Straight Pins, 120 Count, White",Arts_Crafts_and_Sewing,"['SINGER pearlized head pins are as fun as they are functional. A beautiful, subdued pearl head allows these pins to be used for standard sewing needs as well as clothing and decorative additions, such as bouquet pins, boutonniere pins or hijab pins. This set of 120 pearlized head pins are size 24, 1  inches long, and easy to grab and place where needed. Pins are made of nickel-plated steel for durability and rust prevention.', '<span class=""a-size-small a-color-secondary"">\n        Pearlized Head Straight Pins.\n    </span>']","['Set of 120 pearl head pins', 'Used in crafting, sewing and decorative wear, such as boutonniere pins or hijab pins', 'Made of nickel-plated steel for rust resistance', 'Pearl colored heads for simplicity and craft aesthetics', 'Size 24  1  inch', '<span class=""a-size-base a-color-secondary"">\n                Nickel plated steel\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Size 24 (1  inches / 38,1 mm)\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Pearl white\n            </span>']",Featured Brands (lbr_brands_browse-bin),3395
B00566E6QC,"Singer 00096 Iron-On Patches Combo, Repair Kit for Jeans and Pants, 8-Count,",Arts_Crafts_and_Sewing,"['The SINGER Denim and Twill Iron-On Patch Repair Kit is your go-to tool for dark denim and twill fixes and updates. These patches will allow you to complete your repairs and embellishments quickly and easily. Iron-on design means no sew required, and 100% cotton denim allows for breathability, durability and flexibility. Two five-inch by five-inch denim patches accompany six two-inch by three-inch twill patches in navy, khaki and black.', '<a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/6e0ec16b-e8ee-4312-9099-5200b37ef70b.jpg"">\n            <img alt=""cotton patch, polyester, twill patch, denim repair, iron"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/6e0ec16b-e8ee-4312-9099-5200b37ef70b._SL300__.jpg"" class=""a-spacing-mini"">\n        </a>\n    \n    \n\n\n                            <br/>\n                            \n\n\n\n\n\n\n\n\n    \n    \n        \n    \n\n\n\n\n\n    \n        <div class=""a-text-center"">\n            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/6e0ec16b-e8ee-4312-9099-5200b37ef70b.jpg"">\n                View larger\n            </a>\n        </div>', '<a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/333eaf17-944a-447c-a071-1f11524dcc44.jpg"">\n            <img alt=""iron on patch, iron denim patch, iron, jean repair, fix pants"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/333eaf17-944a-447c-a071-1f11524dcc44._SL300__.jpg"" class=""a-spacing-mini"">\n        </a>\n    \n    \n\n\n                            <br/>\n                            \n\n\n\n\n\n\n\n\n    \n    \n        \n    \n\n\n\n\n\n    \n        <div class=""a-text-center"">\n            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/333eaf17-944a-447c-a071-1f11524dcc44.jpg"">\n                View larger\n            </a>\n        </div>', '<a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/42b01f68-9149-4820-8912-96e8d01a468c.jpg"">\n            <img alt=""patch, mend, uniform, tear, twill, cotton, denim, fix pants, denim jacket, work pants, sew"" src=""https://m.media-amazon.com/images/S/aplus-media/vc/42b01f68-9149-4820-8912-96e8d01a468c._SL300__.jpg"" class=""a-spacing-mini"">\n        </a>\n    \n    \n\n\n                            <br/>\n                            \n\n\n\n\n\n\n\n\n    \n    \n        \n    \n\n\n\n\n\n    \n        <div class=""a-text-center"">\n            <a class=""a-link-normal"" target=""_blank"" rel=""noopener"" href=""https://m.media-amazon.com/images/S/aplus-media/vc/42b01f68-9149-4820-8912-96e8d01a468c.jpg"">\n                View larger\n            </a>\n        </div>', 'The SINGER Iron-on denim &amp; twill patches are strong, durable and flexible  offering long lasting coverage where needed.', 'SINGER iron-on denim &amp; twill patches adhere to fabric within 45 seconds! No sewing required!', 'Multi-sized patches in assorted colors are perfect for denim pants and jackets, as well as twill uniform pants, shirts and skirts.']","['IRON ON PATCHES: Contains 2 5-inch by 5-inch denim repair patches and 6 2-inch by 3-inch twill patches in navy, khaki and black (2 per color)', 'NO SEWING REQUIRED: Repair or embellish blue jeans, uniform pants, shirts, skirts, jackets, backpacks, and many other household items', '100% COTTON iron patches', 'IRON PATCH COMBO: A great assortment of patches for repairing almost anything', 'WASHABLE: Each patch is washable and super-sealing', 'The singer iron-on patch combo is a great assortment of patches for repairing almost anything', 'Mend shirts, jeans, skirts, backpacks and many other household items', 'Each patch is washable and super sealing', 'Each package contains 2 5-inch by 5-inch denim patches and 6 2-inch by 3-inch twill patches', '<span class=""a-size-base a-color-secondary"">\n                2 - 5-inch by 5-inch denim patches\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                2 - 2-inch by 3-inch navy twill patches\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                2 - 2-inch by 3-inch khaki twill patches\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                2 - 2-inch by 3-inch black twill patches\n            </span>']",Featured Brands (lbr_brands_browse-bin),2809
B0056AE8G6,"Dr. Ph. Martin's BOMB10OZSET1 Bombay India 1 Ink Set, 1.0 oz, Colors",Arts_Crafts_and_Sewing,"[""Dr. Ph. Martin's Bombay India inks offer powerful color in a convenient dropper-stopper glass bottle. These highly pigmented India inks not only remain lightfast and permanent, but are also totally waterproof when dry. They adhere to nearly all surfaces and are non-clogging when used in pens. Inks can be diluted with water and used with brushes in traditional watercolor techniques or in dip pens, technical drawing pens, and airbrushes. All colors are brilliant and transparent, except black and white, which are opaque and have excellent covering power. Each set includes 12 different colors in 1.0 oz (30 ml) glass bottles with droppers and a custom mixing palette. Set 1 Colors: Yellow, Red, Magenta, Green, Blue, Brown, Black, White, Violet, Bright Red, Teal, Grass Green.""]","['Set of 12, 1.0 oz glass bottles with droppers and mixing palette', 'Vibrant India inks made from the finest ground pigments', 'Lightfast, permanent, and waterproof when dry', '24 unique colors available across two different sets', 'Made in the USA', '<span>\n        Get free shipping on this item when you spend $35.00 or more on Qualifying items offered by  Blick Art Materials. \n        \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{&quot;width&quot;:&quot;450&quot;,&quot;header&quot;:&quot;Promotion Details&quot;,&quot;url&quot;:&quot;/gp/promotions/details/popup/A3F9OUKTYII5S3&quot;,&quot;height&quot;:&quot;600&quot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\'s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n    </span>']",Dr. Ph. Martin's,8881
B0056UOJ9C,Tandy Leather Heavyweight Natural Cowhide Leather Strip 2&quot; (51 mm) x 50&quot; (1.3 m) 4535-00,Arts_Crafts_and_Sewing,"['Perfect for making leather belts, guitar straps, rifle slings, luggage straps and more. No snaps attached. Width indicates buckle size needed. The actual width is approx. 1/16"" (0,2 cm) less. 8 to 9 oz.']","['Tandy Leather Heavyweight Natural Cowhide Leather Strip 2"" (51 mm) x 50"" (1.3 m) 4535-00']",Tandy Leather,9651
B005789QMI,Hobbs Heirloom Premium Cotton Batting/Wadding 120 X 120&quot; King Size,Arts_Crafts_and_Sewing,['easy to hand or machine quilt up to four inches apart.. shrinks about 3-5% and can be preshunk.. very clean cotton mixed with 20% polyester. lightly needle punched and lightly resonated. greater loft gives more definition than other 100% cotton batts'],"['easy to hand or machine quilt up to four inches apart.', 'shrinks about 3-5% and can be preshunk.', 'very clean cotton mixed with 20% polyester', 'lightly needle punched and lightly resonated', 'greater loft gives more definition than other 100% cotton batts']",Hobbs,5506
B00579OG36,"Pentel Arts Pocket Brush Refills, Black Ink, Pack of 6 (FP10BP6A)",Office_Products,"['FP10BP6A Features: -Ink refill. -Durable premium bristles create fine to broad lines with a single brush stroke. -Permanent pigment ink is both water and fade resistant. -Features a measured ink flow and leak proof fittings. -Black ink. Pen Type: -Ballpoint. Ink Color: -Black. Point: -Fine. Item: -Pens. Pack Size: -Three. Dimensions: Overall Length: -7.25"". Overall Product Weight: -0.01 lbs.']","['Permanent pigment ink is both fade and water-resistant', 'Refill cartridges make for an easy, no mess ink replacement', 'Portable, neat and easy-to-use versus traditional paint and brushes']",Pentel,9633
B0057Q1C5E,Silhouette HEAT-PRINT-LT Printable Heat Transfer Material for Light Fabrics,Arts_Crafts_and_Sewing,['Create custom t-shirts and apparel with an inkjet printer and your Silhouette. Printable heat transfer material designed to be cut with Silhouette electronic cutting tools. Transfers printed designs on to light colored fabrics.'],"['Printable material', 'Easily adheres to most fabrics', 'For use on light-colored materials']",Silhouette America,9006
B00586QZAA,Sapphire Snow - Cross Stitch Kit,"Arts_Crafts_and_Sewing, Needlework, Cross-Stitch, Counted_Kits","['Finished size: 1&frac34;&quot; x 3&frac12;&quot; (4.5cm x 9cm).<br />Kit contains chart and instructions, Mill Hill glass beads, Mill Hill Petite Charm, perforated paper, needle and stranded cotton threads.']",[],Mill Hill,2179
B0058DV71A,"Duck Brand 280410 Printed Duct Tape, Checker, 1.88 Inches x 10 Yards, Single Roll",Tools_and_Home_Improvement,"['Available in a trendy assortment of patterns and designs, Duck Tape brand duct tape is the simple solution for your toughest or most creative craft and DIY projects. Use Printed Duck Tape to enhance your latest fix around the house, decorate and customize your space or even make a colorful Duck Tape wallet or rose. Offering the same trusted quality and durability as traditional silver duct tape, Printed Duck Tape is the perfect medium for repair, crafting, decorating and fashion projects. With so much style and versatility, the possibilities are endless with Duck Tape.', 'Available in a trendy assortment of patterns and designs, Duck Tape brand duct tape is the simple solution for your toughest or most creative craft and DIY projects. Use Printed Duck Tape to enhance your latest fix around the house, decorate and customize your space or even make a colorful Duck Tape wallet or rose. Offering the same trusted quality and durability as traditional silver duct tape, Printed Duck Tape is the perfect medium for repair, crafting, decorating and fashion projects. With so much style and versatility, the possibilities are endless with Duck Tape.']","['Make your next quick fix stand out', 'Excellent for crafting, fun and imaginative projects', 'High performance strength and adhesion characteristics, yet tears easily by hand without curling and conforms to uneven surfaces', 'Works on a variety of surfaces, including wood, vinyl, plastic, leather, metal and laminate', 'Additional prints available in Florals, Trends, Food, Animals, Seasonal/Holiday, Texture/Fabric and Retiring Prints', '<span class=""a-size-base"">\n                Excellent for repair, crafting, and imaginative projects\n            </span>', '<span class=""a-size-base"">\n                High performance strength and adhesion characteristics\n            </span>', '<span class=""a-size-base"">\n                Tears easily by hand without curling\n            </span>', '<span class=""a-size-base"">\n                Conforms to uneven surfaces\n            </span>']",Duck,4987
B0058JILJK,Deco Art Empty Squeeze Writer Bottles 3/Pkg-2 Ounces,Arts_Crafts_and_Sewing,"['Americana Squeeze Writer Bottles. Pack of 3, 2 oz. reusable plastic squeeze writer bottles. Allow easy controlled applications and are ideal for adding fine details.']","['Package of 3', '2oz Writer Tip Paint Containers', 'Allows for easy controlled applications and ideal for adding fine details']",DecoArt,948
B0058KFWMS,Rub N Buff Wax Metallic Finishes 6 Color Sampler Set 76336R,Arts_Crafts_and_Sewing,[],"[""Rub 'n Buff is made from imported carnauba waxes, fine metallic powders, and select pigments."", ""This unique blend gives objects decorated with Rub 'n Buff a finish that no paint can duplicate!"", ""It's so easy to apply. Just rub onto any surface with finger or soft cloth, then buff to a beautiful luster."", 'Sampler Set includes 6 popular finishes in 1/2 oz tubes.']",Rub N Buff,8910
B0058V9KMK,"Alumilite Amazing Casting Resin, 16-Ounce",Arts_Crafts_and_Sewing,"['Alumilite Amazing Casting Resin, 16-Ounce']","['It is durable', 'Less than 10 minutes later remove a beautiful cast replica of your original', 'Your cured Amazing Casting Resin piece can be painted stained dyed tapped drilled and machined', 'Note: THE RESIN TURNS WHITE WHEN IT DRIES']",Alumilite,1736
B0058VAG5A,"Alumilite Amazing Mold Putty Kit, 0.66-Pound",Arts_Crafts_and_Sewing,"['Alumilite Amazing Mold Putty Kit, 0.66-Pound']","['Make your own molds for resin, food, soap, wax, clay and more with this amazing mold putty', 'It is quick, easy and safe', 'The entire process takes less than twenty-five minutes', 'It is food grand and FDA compliant', 'It requires no equipment, cups or stir sticks', 'Easy to use by hand mixing 2 equal amounts of the yellow and white putty and cures within 20 minutes that gives users a flexible rubber mold with exact detail']",Alumilite,6120
B00598CV2S,Jeweler's Solid Rubber Bench Block - 4&quot; x 4&quot;,Arts_Crafts_and_Sewing,"['', '*Essential jeweler\'s tool - used to form, shape and stamp soft metals *1""-thick solid rubber provides firm, non-scratch, non-marking surface *High-density &amp; heavyweight (15 oz) to prevent deforming *Dozens of other uses for arts &amp; crafts, woodworking, metalworking - even auto body repair *4"" square, black; also in 2-1/2"" square, 4"" solid steel and 4"" combo steel-rubber']","[""Essential jeweler's tool - used to form, shape and stamp soft metals"", '1-Inch thick solid ruer provides firm, non-scratch, non-marking surface', 'High-density & heavyweight (15 oz) to prevent deforming', 'Dozens of other uses for arts & crafts, woodworking, metalworking - even auto body repair']",Jeweler's Tools,8092
